protein_id	old_locus_tag	locus_tag
AEP_00990	 	 
WP_087494364.1	AEP_00990	AEP_RS04985
AEP_00992	 	 
WP_087494365.1	AEP_00992	AEP_RS04990
AEP_00993	 	 
WP_087494366.1	AEP_00993	AEP_RS04995
AEP_00994	 	 
WP_087494367.1	AEP_00994	AEP_RS05000
AEP_00995	 	 
WP_087494368.1	AEP_00995	AEP_RS05005
AEP_00996	 	 
WP_087494370.1	AEP_00996	AEP_RS05015
AEP_00997	 	 
WP_087494371.1	AEP_00997	AEP_RS05020
AEP_00998	 	 
WP_087497191.1	AEP_00998	AEP_RS05025
AEP_00999	 	 
WP_087494372.1	AEP_00999	AEP_RS05030
AEP_01000	 	 
WP_087494373.1	AEP_01000	AEP_RS05035
AEP_01001	 	 
WP_087494374.1	AEP_01001	AEP_RS05040
AEP_01002	 	 
WP_087494375.1	AEP_01002	AEP_RS05045
AEP_01003	 	 
WP_087494376.1	AEP_01003	AEP_RS05050
AEP_01004	 	 
WP_087494377.1	AEP_01004	AEP_RS05055
AEP_01005	 	 
WP_087494378.1	AEP_01005	AEP_RS05060
AEP_01006	 	 
WP_157673053.1	AEP_01006	AEP_RS05065
AEP_01007	 	 
WP_087494380.1	AEP_01007	AEP_RS05070
AEP_01008	 	 
WP_087494381.1	AEP_01008	AEP_RS05075
AEP_01009	 	 
WP_087494382.1	AEP_01009	AEP_RS05080
AEP_01010	 	 
WP_087494383.1	AEP_01010	AEP_RS05085
AEP_01011	 	 
WP_087494384.1	AEP_01011	AEP_RS05090
AEP_01012	 	 
WP_087494385.1	AEP_01012	AEP_RS05095
AEP_01013	 	 
WP_087494386.1	AEP_01013	AEP_RS05100
AEP_01014	 	 
WP_232459988.1	AEP_01014	AEP_RS05105
AEP_01015	 	 
WP_087494388.1	AEP_01015	AEP_RS05110
AEP_01016	 	 
WP_087494389.1	AEP_01016	AEP_RS05115
AEP_01017	 	 
WP_087494390.1	AEP_01017	AEP_RS05120
AEP_01018	 	 
WP_087494391.1	AEP_01018	AEP_RS05125
AEP_01019	 	 
WP_087494392.1	AEP_01019	AEP_RS05130
AEP_01020	 	 
WP_087494393.1	AEP_01020	AEP_RS05135
AEP_01021	 	 
WP_087494394.1	AEP_01021	AEP_RS05140
AEP_01022	 	 
WP_087494395.1	AEP_01022	AEP_RS05145
AEP_01023	 	 
WP_087497192.1	AEP_01023	AEP_RS05150
AEP_01024	 	 
WP_232459931.1	AEP_01024	AEP_RS05155
AEP_01025	 	 
WP_087494397.1	AEP_01025	AEP_RS05160
AEP_01026	 	 
WP_087494398.1	AEP_01026	AEP_RS05165
AEP_01027	 	 
WP_087494399.1	AEP_01027	AEP_RS05170
AEP_01028	 	 
WP_232459932.1	AEP_01028	AEP_RS05175
AEP_01029	 	 
WP_087494401.1	AEP_01029	AEP_RS05180
AEP_01030	 	 
WP_087494402.1	AEP_01030	AEP_RS05185
AEP_01031	 	 
AEP_01032	 	 
WP_087494404.1	AEP_01032	AEP_RS05195
AEP_01033	 	 
WP_087494405.1	AEP_01033	AEP_RS05200
AEP_01034	 	 
WP_087494406.1	AEP_01034	AEP_RS05205
AEP_01035	 	 
WP_087494407.1	AEP_01035	AEP_RS05210
AEP_01036	 	 
WP_087494408.1	AEP_01036	AEP_RS05215
AEP_01037	 	 
WP_087494409.1	AEP_01037	AEP_RS05220
AEP_01038	 	 
WP_087494410.1	AEP_01038	AEP_RS05225
AEP_01039	 	 
WP_087494411.1	AEP_01039	AEP_RS05230
AEP_01040	 	 
WP_087497193.1	AEP_01040	AEP_RS05235
AEP_01041	 	 
WP_087494412.1	AEP_01041	AEP_RS05240
AEP_01042	 	 
WP_087494413.1	AEP_01042	AEP_RS05245
AEP_01043	 	 
WP_087494414.1	AEP_01043	AEP_RS05250
AEP_01044	 	 
WP_087494415.1	AEP_01044	AEP_RS05255
AEP_01045	 	 
WP_087494416.1	AEP_01045	AEP_RS05260
AEP_01046	 	 
WP_087494417.1	AEP_01046	AEP_RS05265
AEP_01047	 	 
WP_087494418.1	AEP_01047	AEP_RS05270
AEP_01048	 	 
WP_087494419.1	AEP_01048	AEP_RS05275
AEP_01049	 	 
WP_087494420.1	AEP_01049	AEP_RS05280
AEP_01050	 	 
WP_087494421.1	AEP_01050	AEP_RS05285
AEP_01052	 	 
WP_087494422.1	AEP_01052	AEP_RS05290
AEP_01053	 	 
WP_087494423.1	AEP_01053	AEP_RS05295
AEP_01054	 	 
WP_087494424.1	AEP_01054	AEP_RS05300
AEP_01055	 	 
WP_087494425.1	AEP_01055	AEP_RS05305
AEP_01056	 	 
WP_157673054.1	AEP_01056	AEP_RS20615
AEP_01057	 	 
WP_087494426.1	AEP_01057	AEP_RS05310
AEP_01058	 	 
WP_232459934.1	AEP_01058	AEP_RS05315
AEP_01059	 	 
WP_087494427.1	AEP_01059	AEP_RS05320
AEP_01060	 	 
WP_087494428.1	AEP_01060	AEP_RS05325
AEP_01062	 	 
WP_087494429.1	AEP_01062	AEP_RS05330
AEP_01063	 	 
WP_087494430.1	AEP_01063	AEP_RS05335
AEP_01064	 	 
WP_087494431.1	AEP_01064	AEP_RS05340
AEP_01065	 	 
WP_087494432.1	AEP_01065	AEP_RS05345
AEP_01066	 	 
WP_087494433.1	AEP_01066	AEP_RS05350
AEP_01067	 	 
WP_087494434.1	AEP_01067	AEP_RS05355
AEP_01068	 	 
WP_232459935.1	AEP_01068	AEP_RS05360
AEP_01069	 	 
WP_087494435.1	AEP_01069	AEP_RS05365
AEP_01070	 	 
WP_157673055.1	AEP_01070	AEP_RS20620
AEP_01071	 	 
WP_087497195.1	AEP_01071	AEP_RS05370
AEP_01072	 	 
WP_087494436.1	AEP_01072	AEP_RS05375
AEP_01073	 	 
WP_087494437.1	AEP_01073	AEP_RS05380
AEP_01074	 	 
WP_198301900.1	AEP_01074	AEP_RS05385
AEP_01075	 	 
WP_087494439.1	AEP_01075	AEP_RS05390
AEP_01076	 	 
WP_087494440.1	AEP_01076	AEP_RS05395
AEP_01077	 	 
WP_087494441.1	AEP_01077	AEP_RS05400
AEP_01078	 	 
WP_087494442.1	AEP_01078	AEP_RS05405
AEP_01079	 	 
WP_157673056.1	AEP_01079	AEP_RS05410
AEP_01080	 	 
WP_087494444.1	AEP_01080	AEP_RS05415
AEP_01081	 	 
WP_232459936.1	AEP_01081	AEP_RS05420
AEP_01082	 	 
WP_087494445.1	AEP_01082	AEP_RS05425
AEP_01083	 	 
WP_087497197.1	AEP_01083	AEP_RS05430
AEP_01084	 	 
WP_087494446.1	AEP_01084	AEP_RS05435
AEP_01085	 	 
WP_087494447.1	AEP_01085	AEP_RS05440
AEP_01086	 	 
WP_087494448.1	AEP_01086	AEP_RS05445
AEP_01087	 	 
WP_087494449.1	AEP_01087	AEP_RS05450
AEP_01088	 	 
WP_087494450.1	AEP_01088	AEP_RS05455
AEP_01089	 	 
WP_087494451.1	AEP_01089	AEP_RS05460
AEP_01090	 	 
WP_087494452.1	AEP_01090	AEP_RS05465
WP_157673057.1	 	 
AEP_01093	 	 
WP_087494453.1	AEP_01093	AEP_RS05480
AEP_01094	 	 
WP_087494454.1	AEP_01094	AEP_RS05485
AEP_01095	 	 
AEP_01096	 	 
WP_087494456.1	AEP_01096	AEP_RS05495
AEP_01097	 	 
WP_157673059.1	AEP_01097	AEP_RS05500
AEP_01098	 	 
WP_087494458.1	AEP_01098	AEP_RS05505
AEP_01099	 	 
WP_232459937.1	AEP_01099	AEP_RS05510
AEP_01100	 	 
WP_087494459.1	AEP_01100	AEP_RS05515
AEP_01101	 	 
WP_087494460.1	AEP_01101	AEP_RS05520
AEP_01103	 	 
WP_087497199.1	AEP_01103	AEP_RS05525
AEP_01104	 	 
WP_087494461.1	AEP_01104	AEP_RS05530
AEP_01105	 	 
WP_087494462.1	AEP_01105	AEP_RS05535
AEP_01106	 	 
WP_087494463.1	AEP_01106	AEP_RS05540
WP_087494464.1	 	 
AEP_01107	 	 
WP_232459938.1	AEP_01107	AEP_RS05550
AEP_01108	 	 
WP_087494466.1	AEP_01108	AEP_RS05555
AEP_01109	 	 
WP_087494467.1	AEP_01109	AEP_RS05560
AEP_01110	 	 
WP_087494468.1	AEP_01110	AEP_RS05565
AEP_01111	 	 
WP_087494469.1	AEP_01111	AEP_RS05570
AEP_01112	 	 
WP_087497200.1	AEP_01112	AEP_RS05575
AEP_01113	 	 
WP_087494470.1	AEP_01113	AEP_RS05580
AEP_01114	 	 
WP_087494471.1	AEP_01114	AEP_RS05585
AEP_01115	 	 
WP_087494472.1	AEP_01115	AEP_RS05590
AEP_01116	 	 
WP_087494473.1	AEP_01116	AEP_RS05595
AEP_01117	 	 
WP_087494474.1	AEP_01117	AEP_RS05600
AEP_01118	 	 
WP_087494475.1	AEP_01118	AEP_RS05605
AEP_01119	 	 
WP_087494476.1	AEP_01119	AEP_RS05610
AEP_01120	 	 
WP_087494477.1	AEP_01120	AEP_RS05615
AEP_01121	 	 
WP_232459939.1	AEP_01121	AEP_RS05620
AEP_01122	 	 
WP_087494479.1	AEP_01122	AEP_RS05625
AEP_01123	 	 
WP_087494480.1	AEP_01123	AEP_RS05630
AEP_01124	 	 
WP_232459940.1	AEP_01124	AEP_RS05635
AEP_01126	 	 
WP_087494482.1	AEP_01126	AEP_RS05640
AEP_01127	 	 
WP_087494483.1	AEP_01127	AEP_RS05645
AEP_01128	 	 
WP_087497201.1	AEP_01128	AEP_RS05650
AEP_01129	 	 
WP_232459989.1	AEP_01129	AEP_RS05655
AEP_01130	 	 
WP_232459941.1	AEP_01130	AEP_RS05660
AEP_01131	 	 
WP_087494485.1	AEP_01131	AEP_RS05665
AEP_01132	 	 
WP_157673060.1	AEP_01132	AEP_RS05670
AEP_01133	 	 
WP_087494487.1	AEP_01133	AEP_RS05675
AEP_01134	 	 
WP_087494488.1	AEP_01134	AEP_RS05680
AEP_01135	 	 
WP_087494489.1	AEP_01135	AEP_RS05685
AEP_01136	 	 
WP_087494490.1	AEP_01136	AEP_RS05690
AEP_01137	 	 
WP_087494491.1	AEP_01137	AEP_RS05695
AEP_01138	 	 
WP_087497203.1	AEP_01138	AEP_RS05700
AEP_01139	 	 
WP_087494492.1	AEP_01139	AEP_RS05705
AEP_01140	 	 
WP_087494493.1	AEP_01140	AEP_RS05710
AEP_01141	 	 
WP_087494494.1	AEP_01141	AEP_RS05715
AEP_01142	 	 
WP_087494495.1	AEP_01142	AEP_RS05720
AEP_01143	 	 
WP_157673061.1	AEP_01143	AEP_RS05725
AEP_01144	 	 
WP_232459942.1	AEP_01144	AEP_RS20965
AEP_01145	 	 
WP_232459943.1	AEP_01145	AEP_RS05735
AEP_01146	 	 
WP_087494499.1	AEP_01146	AEP_RS05740
AEP_01147	 	 
WP_087494500.1	AEP_01147	AEP_RS05745
AEP_01148	 	 
WP_087494501.1	AEP_01148	AEP_RS05750
AEP_01149	 	 
WP_087494502.1	AEP_01149	AEP_RS05755
AEP_01150	 	 
WP_087494503.1	AEP_01150	AEP_RS05760
AEP_01151	 	 
WP_087494504.1	AEP_01151	AEP_RS05765
AEP_01152	 	 
WP_087497204.1	AEP_01152	AEP_RS05770
AEP_01153	 	 
WP_087494505.1	AEP_01153	AEP_RS05775
AEP_01154	 	 
WP_087494506.1	AEP_01154	AEP_RS05780
AEP_01155	 	 
WP_087494507.1	AEP_01155	AEP_RS05785
AEP_01156	 	 
WP_232459944.1	AEP_01156	AEP_RS05790
AEP_01157	 	 
WP_087494508.1	AEP_01157	AEP_RS05795
AEP_01158	 	 
WP_087494509.1	AEP_01158	AEP_RS05800
AEP_01159	 	 
WP_087494510.1	AEP_01159	AEP_RS05805
AEP_01160	 	 
WP_157673062.1	AEP_01160	AEP_RS05810
AEP_01161	 	 
WP_087494512.1	AEP_01161	AEP_RS05815
AEP_01162	 	 
WP_087494513.1	AEP_01162	AEP_RS05820
AEP_01163	 	 
WP_087494514.1	AEP_01163	AEP_RS05825
AEP_01164	 	 
WP_087494515.1	AEP_01164	AEP_RS05830
AEP_01165	 	 
WP_087494516.1	AEP_01165	AEP_RS05835
AEP_01166	 	 
WP_157673063.1	AEP_01166	AEP_RS05840
AEP_01167	 	 
WP_087494518.1	AEP_01167	AEP_RS05845
AEP_01168	 	 
WP_087494519.1	AEP_01168	AEP_RS05850
AEP_01169	 	 
WP_087494520.1	AEP_01169	AEP_RS05855
AEP_01170	 	 
WP_087494521.1	AEP_01170	AEP_RS05860
AEP_01171	 	 
WP_087497206.1	AEP_01171	AEP_RS05865
AEP_01172	 	 
WP_087494522.1	AEP_01172	AEP_RS05870
AEP_01173	 	 
WP_087494523.1	AEP_01173	AEP_RS05875
AEP_01174	 	 
WP_087494524.1	AEP_01174	AEP_RS05880
AEP_01175	 	 
WP_087494525.1	AEP_01175	AEP_RS05885
AEP_01176	 	 
WP_087494526.1	AEP_01176	AEP_RS05890
AEP_01177	 	 
WP_087494527.1	AEP_01177	AEP_RS05895
AEP_01178	 	 
WP_087494528.1	AEP_01178	AEP_RS05900
AEP_01179	 	 
WP_087494529.1	AEP_01179	AEP_RS05905
AEP_01180	 	 
WP_087494530.1	AEP_01180	AEP_RS05910
AEP_01181	 	 
WP_087494531.1	AEP_01181	AEP_RS05915
AEP_01182	 	 
WP_087494532.1	AEP_01182	AEP_RS05920
AEP_01183	 	 
WP_087494533.1	AEP_01183	AEP_RS05925
AEP_01184	 	 
WP_087494534.1	AEP_01184	AEP_RS05930
AEP_01185	 	 
AEP_01186	 	 
WP_087494535.1	AEP_01186	AEP_RS05940
AEP_01187	 	 
WP_087494536.1	AEP_01187	AEP_RS05945
AEP_01188	 	 
WP_087494537.1	AEP_01188	AEP_RS05950
AEP_01189	 	 
WP_087494538.1	AEP_01189	AEP_RS05955
AEP_01190	 	 
WP_087494539.1	AEP_01190	AEP_RS05960
AEP_01191	 	 
WP_087494540.1	AEP_01191	AEP_RS05965
AEP_01192	 	 
WP_087494541.1	AEP_01192	AEP_RS05970
AEP_01193	 	 
WP_087494542.1	AEP_01193	AEP_RS05975
AEP_01194	 	 
WP_087494543.1	AEP_01194	AEP_RS05980
AEP_01195	 	 
WP_157673064.1	AEP_01195	AEP_RS20630
AEP_01196	 	 
WP_157673065.1	AEP_01196	AEP_RS05985
AEP_01197	 	 
WP_087494545.1	AEP_01197	AEP_RS05990
AEP_01198	 	 
WP_087494546.1	AEP_01198	AEP_RS05995
AEP_01199	 	 
WP_087494547.1	AEP_01199	AEP_RS06000
AEP_01200	 	 
WP_087497207.1	AEP_01200	AEP_RS06005
AEP_01201	 	 
WP_087494548.1	AEP_01201	AEP_RS06010
AEP_01202	 	 
WP_087494549.1	AEP_01202	AEP_RS06015
AEP_01203	 	 
WP_087494550.1	AEP_01203	AEP_RS06020
AEP_01204	 	 
WP_087497208.1	AEP_01204	AEP_RS06025
AEP_01205	 	 
WP_087494551.1	AEP_01205	AEP_RS06030
AEP_01206	 	 
WP_087494552.1	AEP_01206	AEP_RS06035
AEP_01207	 	 
WP_087494553.1	AEP_01207	AEP_RS06040
AEP_01208	 	 
WP_087494554.1	AEP_01208	AEP_RS06045
AEP_01209	 	 
WP_006296472.1	AEP_01209	AEP_RS06050
AEP_01210	 	 
WP_087494555.1	AEP_01210	AEP_RS06055
AEP_01211	 	 
WP_232459945.1	AEP_01211	AEP_RS06060
AEP_01212	 	 
WP_087494556.1	AEP_01212	AEP_RS06065
AEP_01213	 	 
WP_087494557.1	AEP_01213	AEP_RS06070
AEP_01214	 	 
WP_087494558.1	AEP_01214	AEP_RS06075
AEP_01215	 	 
WP_087494559.1	AEP_01215	AEP_RS06080
AEP_01216	 	 
WP_087494560.1	AEP_01216	AEP_RS06085
AEP_01217	 	 
WP_087494561.1	AEP_01217	AEP_RS06090
AEP_01218	 	 
WP_087494562.1	AEP_01218	AEP_RS06095
AEP_01219	 	 
WP_198301901.1	AEP_01219	AEP_RS06100
AEP_01220	 	 
WP_087494563.1	AEP_01220	AEP_RS06105
AEP_01221	 	 
WP_087494564.1	AEP_01221	AEP_RS06110
AEP_01222	 	 
WP_087494565.1	AEP_01222	AEP_RS06115
AEP_01223	 	 
WP_087494566.1	AEP_01223	AEP_RS06120
AEP_01224	 	 
WP_087494567.1	AEP_01224	AEP_RS06125
AEP_01225	 	 
WP_087494568.1	AEP_01225	AEP_RS06130
AEP_01226	 	 
WP_087494569.1	AEP_01226	AEP_RS06135
AEP_01227	 	 
WP_087494570.1	AEP_01227	AEP_RS06140
AEP_01228	 	 
WP_087494571.1	AEP_01228	AEP_RS06145
AEP_01229	 	 
WP_087497211.1	AEP_01229	AEP_RS06150
AEP_01230	 	 
WP_087494572.1	AEP_01230	AEP_RS06155
AEP_01231	 	 
WP_232459946.1	AEP_01231	AEP_RS06160
AEP_01232	 	 
WP_087494573.1	AEP_01232	AEP_RS06165
AEP_01233	 	 
WP_087494574.1	AEP_01233	AEP_RS06170
AEP_01234	 	 
WP_087494575.1	AEP_01234	AEP_RS06175
AEP_01235	 	 
WP_087494576.1	AEP_01235	AEP_RS06180
AEP_01236	 	 
WP_087494577.1	AEP_01236	AEP_RS06185
AEP_01237	 	 
WP_087494578.1	AEP_01237	AEP_RS06190
AEP_01238	 	 
WP_087494579.1	AEP_01238	AEP_RS06195
AEP_01239	 	 
WP_087494580.1	AEP_01239	AEP_RS06200
AEP_01240	 	 
WP_087494581.1	AEP_01240	AEP_RS06205
AEP_01241	 	 
WP_087494582.1	AEP_01241	AEP_RS06210
AEP_01242	 	 
WP_157673066.1	AEP_01242	AEP_RS06215
AEP_01243	 	 
WP_087494584.1	AEP_01243	AEP_RS06220
AEP_01244	 	 
WP_087494585.1	AEP_01244	AEP_RS06225
AEP_01245	 	 
WP_087494586.1	AEP_01245	AEP_RS06230
AEP_01246	 	 
WP_087494587.1	AEP_01246	AEP_RS06235
AEP_01247	 	 
WP_087494588.1	AEP_01247	AEP_RS06240
AEP_01248	 	 
WP_087494589.1	AEP_01248	AEP_RS06245
AEP_01249	 	 
WP_087494590.1	AEP_01249	AEP_RS06250
AEP_01250	 	 
WP_087494591.1	AEP_01250	AEP_RS06255
AEP_01251	 	 
WP_087494592.1	AEP_01251	AEP_RS06260
AEP_01252	 	 
WP_087494593.1	AEP_01252	AEP_RS06265
AEP_01253	 	 
WP_087494594.1	AEP_01253	AEP_RS06270
AEP_01254	 	 
WP_087494595.1	AEP_01254	AEP_RS06275
AEP_01255	 	 
WP_198301902.1	AEP_01255	AEP_RS06280
AEP_01256	 	 
WP_087494596.1	AEP_01256	AEP_RS06285
AEP_01257	 	 
WP_087494597.1	AEP_01257	AEP_RS06290
AEP_01258	 	 
WP_087494598.1	AEP_01258	AEP_RS06295
AEP_01259	 	 
WP_087494599.1	AEP_01259	AEP_RS06300
AEP_01260	 	 
WP_087494600.1	AEP_01260	AEP_RS06305
AEP_01261	 	 
WP_198301903.1	AEP_01261	AEP_RS06310
AEP_01262	 	 
WP_087494602.1	AEP_01262	AEP_RS06315
AEP_01263	 	 
WP_087494603.1	AEP_01263	AEP_RS06320
AEP_01265	 	 
WP_232459947.1	AEP_01265	AEP_RS06325
AEP_01266	 	 
WP_087497215.1	AEP_01266	AEP_RS06330
AEP_01267	 	 
WP_087494604.1	AEP_01267	AEP_RS06335
AEP_01268	 	 
WP_087494605.1	AEP_01268	AEP_RS06340
AEP_01269	 	 
WP_157673067.1	AEP_01269	AEP_RS06345
AEP_01270	 	 
WP_087494607.1	AEP_01270	AEP_RS06350
AEP_01271	 	 
WP_087494608.1	AEP_01271	AEP_RS06355
AEP_01272	 	 
WP_087494609.1	AEP_01272	AEP_RS06360
AEP_01273	 	 
WP_087494610.1	AEP_01273	AEP_RS06365
AEP_01274	 	 
WP_087494611.1	AEP_01274	AEP_RS06370
AEP_01275	 	 
WP_157673068.1	AEP_01275	AEP_RS06375
AEP_01276	 	 
WP_087494613.1	AEP_01276	AEP_RS06380
AEP_01277	 	 
WP_087494614.1	AEP_01277	AEP_RS06385
AEP_01278	 	 
WP_087494615.1	AEP_01278	AEP_RS06390
AEP_01279	 	 
WP_087494616.1	AEP_01279	AEP_RS06395
AEP_01280	 	 
WP_157673069.1	AEP_01280	AEP_RS06400
AEP_01281	 	 
WP_087494618.1	AEP_01281	AEP_RS06405
AEP_01282	 	 
WP_198301904.1	AEP_01282	AEP_RS20845
AEP_01283	 	 
WP_087494619.1	AEP_01283	AEP_RS06415
AEP_01284	 	 
WP_087494620.1	AEP_01284	AEP_RS06420
AEP_01285	 	 
WP_087497216.1	AEP_01285	AEP_RS06425
AEP_01286	 	 
WP_157673070.1	AEP_01286	AEP_RS06430
AEP_01287	 	 
WP_087494622.1	AEP_02491	AEP_RS12415
AEP_01288	 	 
WP_087494623.1	AEP_01288	AEP_RS06440
AEP_01289	 	 
WP_087494624.1	AEP_01289	AEP_RS06445
AEP_01290	 	 
WP_087494625.1	AEP_01290	AEP_RS06450
AEP_01291	 	 
WP_087494626.1	AEP_01291	AEP_RS06455
AEP_01292	 	 
WP_087494627.1	AEP_01292	AEP_RS06460
AEP_01293	 	 
WP_087494628.1	AEP_01293	AEP_RS06465
AEP_01294	 	 
WP_087494629.1	AEP_01294	AEP_RS06470
AEP_01295	 	 
WP_087494630.1	AEP_01295	AEP_RS06475
AEP_01296	 	 
WP_087494631.1	AEP_01296	AEP_RS06480
AEP_01297	 	 
WP_157673071.1	AEP_01297	AEP_RS06485
AEP_01298	 	 
WP_087494633.1	AEP_01298	AEP_RS06490
AEP_01299	 	 
WP_087494634.1	AEP_01299	AEP_RS06495
AEP_01300	 	 
WP_087497217.1	AEP_01300	AEP_RS06500
AEP_01301	 	 
WP_087494635.1	AEP_01301	AEP_RS06505
AEP_01302	 	 
WP_087494636.1	AEP_01302	AEP_RS06510
AEP_01303	 	 
WP_087497218.1	AEP_01303	AEP_RS06515
AEP_01304	 	 
WP_087494637.1	AEP_01304	AEP_RS06520
AEP_01305	 	 
WP_087494638.1	AEP_01305	AEP_RS06525
AEP_01306	 	 
WP_087494639.1	AEP_01306	AEP_RS06530
AEP_01307	 	 
WP_087494640.1	AEP_01307	AEP_RS06535
AEP_01308	 	 
WP_087494641.1	AEP_01308	AEP_RS06540
AEP_01309	 	 
WP_087494642.1	AEP_01309	AEP_RS06545
AEP_01311	 	 
WP_198301906.1	AEP_01311	AEP_RS06555
AEP_01312	 	 
WP_087494645.1	AEP_01312	AEP_RS06560
AEP_01313	 	 
WP_232459948.1	AEP_01313	AEP_RS06565
AEP_01314	 	 
WP_087494647.1	AEP_01314	AEP_RS06570
AEP_01315	 	 
WP_087494648.1	AEP_01315	AEP_RS06575
AEP_01316	 	 
WP_087494649.1	AEP_01316	AEP_RS06580
AEP_01317	 	 
WP_087494650.1	AEP_01317	AEP_RS06585
AEP_01318	 	 
WP_232459949.1	AEP_01318	AEP_RS06590
AEP_01319	 	 
WP_087494652.1	AEP_01319	AEP_RS06595
AEP_01320	 	 
WP_087494653.1	AEP_01320	AEP_RS06600
AEP_01321	 	 
WP_087494654.1	AEP_01321	AEP_RS06605
AEP_01322	 	 
WP_087494655.1	AEP_01322	AEP_RS06610
AEP_01323	 	 
WP_087494656.1	AEP_01323	AEP_RS06615
AEP_01324	 	 
WP_087494657.1	AEP_01324	AEP_RS06620
AEP_01325	 	 
WP_232459950.1	AEP_01325	AEP_RS06625
AEP_01326	 	 
WP_087494658.1	AEP_01326	AEP_RS06630
AEP_01327	 	 
WP_087494659.1	AEP_01327	AEP_RS06635
AEP_01328	 	 
WP_087494660.1	AEP_01328	AEP_RS06640
AEP_01329	 	 
WP_087494661.1	AEP_01329	AEP_RS06645
AEP_01330	 	 
WP_087494662.1	AEP_01330	AEP_RS06650
AEP_01331	 	 
WP_087494663.1	AEP_01331	AEP_RS06655
AEP_01332	 	 
WP_087494664.1	AEP_01332	AEP_RS06660
AEP_01333	 	 
WP_087494665.1	AEP_01333	AEP_RS06665
AEP_01334	 	 
WP_087494666.1	AEP_01334	AEP_RS06670
AEP_01335	 	 
WP_087494667.1	AEP_01335	AEP_RS06675
AEP_01336	 	 
WP_087494668.1	AEP_01336	AEP_RS06680
AEP_01337	 	 
WP_087497220.1	AEP_01337	AEP_RS06685
AEP_01338	 	 
WP_087494669.1	AEP_01338	AEP_RS06690
AEP_01339	 	 
WP_232459951.1	AEP_01339	AEP_RS06695
AEP_01340	 	 
WP_087497222.1	AEP_01340	AEP_RS06700
AEP_01341	 	 
WP_232459990.1	AEP_01341	AEP_RS06705
AEP_01342	 	 
WP_087494671.1	AEP_01342	AEP_RS06710
AEP_01343	 	 
WP_087494672.1	AEP_01343	AEP_RS06715
AEP_01344	 	 
WP_087494673.1	AEP_01344	AEP_RS06720
AEP_01345	 	 
WP_087494674.1	AEP_01345	AEP_RS06725
WP_198301907.1	 	 
AEP_01346	 	 
WP_087494675.1	AEP_01346	AEP_RS06730
AEP_01347	 	 
WP_087497223.1	AEP_01347	AEP_RS06735
AEP_01348	 	 
WP_087494676.1	AEP_01348	AEP_RS06740
AEP_01349	 	 
WP_087494677.1	AEP_01349	AEP_RS06745
AEP_01350	 	 
WP_087494678.1	AEP_01350	AEP_RS06750
AEP_01351	 	 
WP_087494679.1	AEP_01351	AEP_RS06755
AEP_01352	 	 
WP_087494680.1	AEP_01352	AEP_RS06760
AEP_01353	 	 
WP_087494681.1	AEP_01353	AEP_RS06765
AEP_01354	 	 
WP_087494682.1	AEP_01354	AEP_RS06770
AEP_01355	 	 
WP_087494683.1	AEP_01355	AEP_RS06775
AEP_01356	 	 
WP_087494684.1	AEP_01356	AEP_RS06780
AEP_01357	 	 
WP_087494685.1	AEP_01357	AEP_RS06785
AEP_01358	 	 
WP_087494686.1	AEP_01358	AEP_RS06790
AEP_01359	 	 
WP_087494687.1	AEP_01359	AEP_RS06795
AEP_01360	 	 
WP_087494688.1	AEP_01360	AEP_RS06800
AEP_01361	 	 
WP_087494689.1	AEP_01361	AEP_RS06805
AEP_01362	 	 
WP_087494690.1	AEP_01362	AEP_RS06810
AEP_01363	 	 
WP_087494691.1	AEP_01363	AEP_RS06815
AEP_01364	 	 
WP_087494692.1	AEP_01364	AEP_RS06820
AEP_01365	 	 
WP_087497224.1	AEP_01365	AEP_RS06825
AEP_01366	 	 
WP_087494693.1	AEP_01366	AEP_RS06830
AEP_01367	 	 
WP_087494694.1	AEP_01367	AEP_RS06835
AEP_01368	 	 
WP_087494695.1	AEP_01368	AEP_RS06840
AEP_01369	 	 
WP_087494696.1	AEP_01369	AEP_RS06845
AEP_01370	 	 
WP_087494697.1	AEP_01370	AEP_RS06850
AEP_01371	 	 
WP_087494698.1	AEP_01371	AEP_RS06855
AEP_01372	 	 
WP_087494699.1	AEP_01372	AEP_RS06860
AEP_01373	 	 
WP_087494700.1	AEP_01373	AEP_RS06865
AEP_01374	 	 
WP_087497225.1	AEP_01374	AEP_RS06870
AEP_01375	 	 
WP_232459952.1	AEP_01375	AEP_RS06875
AEP_01376	 	 
WP_087497226.1	AEP_01376	AEP_RS06880
AEP_01377	 	 
WP_087494702.1	AEP_01377	AEP_RS06885
AEP_01378	 	 
WP_087494703.1	AEP_01378	AEP_RS06890
AEP_01379	 	 
WP_087494704.1	AEP_01379	AEP_RS06895
AEP_01380	 	 
WP_087497227.1	AEP_01380	AEP_RS06900
AEP_01381	 	 
AEP_01382	 	 
AEP_01383	 	 
AEP_01384	 	 
WP_087494705.1	AEP_01384	AEP_RS06920
AEP_01385	 	 
WP_087494706.1	AEP_01385	AEP_RS06925
AEP_01386	 	 
WP_087494707.1	AEP_01386	AEP_RS06930
AEP_01387	 	 
WP_087494708.1	AEP_01387	AEP_RS06935
AEP_01388	 	 
WP_087494709.1	AEP_01388	AEP_RS06940
AEP_01389	 	 
WP_087494710.1	AEP_01389	AEP_RS06945
AEP_01390	 	 
