protein_id	old_locus_tag	locus_tag
WP_087494010.1	AEP_00581	AEP_RS02920
WP_087494012.1	AEP_00583	AEP_RS02930
WP_087494013.1	AEP_00584	AEP_RS02935
WP_087494014.1	AEP_00585	AEP_RS02940
WP_232459985.1	AEP_00586	AEP_RS02945
WP_087494015.1	AEP_00587	AEP_RS02950
WP_232459911.1	AEP_00588	AEP_RS02955
WP_087497152.1	AEP_00589	AEP_RS02960
WP_087494017.1	AEP_00590	AEP_RS02965
WP_087494018.1	AEP_00591	AEP_RS02970
WP_087494019.1	AEP_00592	AEP_RS02975
WP_087494020.1	AEP_00593	AEP_RS02980
WP_087494021.1	AEP_00594	AEP_RS02985
WP_087494022.1	AEP_00595	AEP_RS02990
WP_087494023.1	AEP_00596	AEP_RS02995
WP_087494024.1	AEP_00597	AEP_RS03000
WP_087494025.1	AEP_00598	AEP_RS03005
WP_198301890.1	AEP_00599	AEP_RS03010
WP_087494026.1	AEP_00600	AEP_RS03015
WP_087497154.1	AEP_00601	AEP_RS03020
WP_232459912.1	AEP_00602	AEP_RS03025
WP_087494027.1	AEP_00603	AEP_RS03030
WP_087494028.1	AEP_00604	AEP_RS03035
WP_087494029.1	AEP_00605	AEP_RS03040
WP_232459913.1	AEP_00606	AEP_RS03045
WP_087497157.1	AEP_00607	AEP_RS03050
WP_198301891.1	AEP_00608	AEP_RS03055
WP_087494031.1	AEP_00609	AEP_RS03060
WP_087494032.1	AEP_00610	AEP_RS03065
WP_087494033.1	AEP_00611	AEP_RS03070
WP_087497158.1	AEP_00612	AEP_RS03075
WP_087494034.1	AEP_00613	AEP_RS03080
WP_087497159.1	AEP_00614	AEP_RS03085
WP_087494035.1	AEP_00615	AEP_RS03090
WP_087494036.1	AEP_00616	AEP_RS03095
WP_087494037.1	AEP_00617	AEP_RS03100
WP_087494038.1	AEP_00618	AEP_RS03105
WP_087494039.1	AEP_00619	AEP_RS03110
WP_087494040.1	AEP_00620	AEP_RS03115
WP_087494041.1	AEP_00621	AEP_RS03120
WP_087494042.1	AEP_00622	AEP_RS03125
WP_087494043.1	AEP_00623	AEP_RS03130
WP_087494044.1	AEP_00624	AEP_RS03135
WP_087494045.1	AEP_00625	AEP_RS03140
WP_087494046.1	AEP_00626	AEP_RS03145
WP_087494047.1	AEP_00627	AEP_RS03150
WP_087494048.1	AEP_00628	AEP_RS03155
WP_087494049.1	AEP_00629	AEP_RS03160
WP_087494050.1	AEP_00630	AEP_RS03165
WP_087494051.1	AEP_00631	AEP_RS03170
WP_232459914.1	AEP_00632	AEP_RS03175
WP_087494052.1	AEP_00633	AEP_RS03180
WP_087497161.1	AEP_00634	AEP_RS03185
WP_087494053.1	AEP_00635	AEP_RS03190
WP_087494054.1	AEP_00636	AEP_RS03195
WP_087494055.1	AEP_00637	AEP_RS03200
WP_087494056.1	AEP_00638	AEP_RS03205
WP_087494057.1	AEP_00639	AEP_RS03210
WP_087494058.1	AEP_00640	AEP_RS03215
WP_087494059.1	AEP_00641	AEP_RS03220
WP_087494060.1	AEP_00642	AEP_RS03225
WP_087494061.1	AEP_00643	AEP_RS03230
WP_087494062.1	AEP_00644	AEP_RS03235
WP_087494063.1	AEP_00645	AEP_RS03240
WP_087494064.1	AEP_00646	AEP_RS03245
WP_157673025.1	AEP_00647	AEP_RS03250
WP_087494066.1	AEP_00648	AEP_RS03255
WP_087494067.1	AEP_00649	AEP_RS03260
WP_087494068.1	AEP_00650	AEP_RS03265
WP_087494069.1	AEP_00651	AEP_RS03270
WP_087494070.1	AEP_00652	AEP_RS03275
WP_087494071.1	AEP_00653	AEP_RS03280
WP_157673027.1	AEP_00654	AEP_RS03285
WP_087494073.1	AEP_00655	AEP_RS03290
WP_087494074.1	AEP_00656	AEP_RS03295
WP_087494075.1	AEP_00657	AEP_RS20825
WP_232459986.1	AEP_00658	AEP_RS03305
WP_087494077.1	AEP_00659	AEP_RS03310
WP_198301892.1	AEP_00660	AEP_RS03315
WP_087494078.1	AEP_00661	AEP_RS03320
WP_087497162.1	AEP_00662	AEP_RS03330
WP_087494080.1	AEP_00663	AEP_RS03335
WP_087494081.1	AEP_00664	AEP_RS03340
WP_232459915.1	AEP_00665	AEP_RS03345
WP_198301893.1	AEP_00666	AEP_RS03350
WP_087494084.1	AEP_00667	AEP_RS03355
WP_157673031.1	AEP_00668	AEP_RS20590
WP_087494087.1	AEP_00669	AEP_RS03370
WP_087494088.1	AEP_00670	AEP_RS03375
WP_087494089.1	AEP_00671	AEP_RS03380
WP_087494090.1	AEP_00672	AEP_RS03385
WP_157673032.1	AEP_00673	AEP_RS03390
WP_157673033.1	AEP_00674	AEP_RS20595
WP_087494092.1	AEP_00675	AEP_RS03410
WP_087494093.1	AEP_00676	AEP_RS03415
WP_087494094.1	AEP_00677	AEP_RS03420
WP_087494095.1	AEP_00678	AEP_RS03425
WP_087494096.1	AEP_00679	AEP_RS03430
WP_087494097.1	AEP_00680	AEP_RS03435
WP_087494098.1	AEP_00681	AEP_RS03440
WP_087494100.1	AEP_00683	AEP_RS03450
WP_087494101.1	AEP_00684	AEP_RS03455
WP_087494102.1	AEP_00685	AEP_RS03460
WP_087494103.1	AEP_00686	AEP_RS03465
WP_087494104.1	AEP_00687	AEP_RS03470
WP_087494105.1	AEP_00688	AEP_RS03475
WP_157673034.1	AEP_00689	AEP_RS03480
WP_087494107.1	AEP_00690	AEP_RS03485
WP_087494108.1	AEP_00691	AEP_RS03490
WP_232459917.1	AEP_00692	AEP_RS03495
WP_198301894.1	AEP_00693	AEP_RS20830
WP_157673035.1	AEP_00694	AEP_RS03505
WP_157673036.1	AEP_00696	AEP_RS03515
WP_087494113.1	AEP_00697	AEP_RS03520
WP_087494114.1	AEP_00698	AEP_RS03525
WP_087497164.1	AEP_00699	AEP_RS03530
WP_087494116.1	AEP_00701	AEP_RS03545
WP_087497165.1	AEP_00702	AEP_RS03550
WP_087494117.1	AEP_00703	AEP_RS03555
WP_087494118.1	AEP_00704	AEP_RS03560
WP_087494119.1	AEP_00705	AEP_RS03565
WP_087497166.1	AEP_00706	AEP_RS03570
WP_087494120.1	AEP_00707	AEP_RS03575
WP_087494121.1	AEP_00708	AEP_RS03580
WP_087494122.1	AEP_00709	AEP_RS03585
WP_087494123.1	AEP_00710	AEP_RS03590
WP_087494124.1	AEP_00711	AEP_RS03595
WP_087494125.1	AEP_00712	AEP_RS03600
WP_087494126.1	AEP_00713	AEP_RS03605
WP_087494127.1	AEP_00714	AEP_RS03610
WP_087494128.1	AEP_00715	AEP_RS03615
WP_087494129.1	AEP_00716	AEP_RS03620
WP_087494130.1	AEP_00717	AEP_RS03625
WP_087494131.1	AEP_00718	AEP_RS03630
WP_087494132.1	AEP_00719	AEP_RS03635
WP_087494133.1	AEP_00720	AEP_RS03640
WP_087494134.1	AEP_00721	AEP_RS03645
WP_087494135.1	AEP_00722	AEP_RS03650
WP_087494136.1	AEP_00723	AEP_RS03655
WP_087494137.1	AEP_00724	AEP_RS03660
WP_087494138.1	AEP_00725	AEP_RS03665
WP_087494139.1	AEP_00726	AEP_RS03670
WP_087494140.1	AEP_00727	AEP_RS03675
WP_087494141.1	AEP_00728	AEP_RS03680
WP_157673037.1	AEP_00729	AEP_RS03685
WP_087494143.1	AEP_00730	AEP_RS03690
WP_198301942.1	AEP_00731	AEP_RS03695
WP_198301895.1	AEP_00732	AEP_RS03700
WP_087497168.1	AEP_00733	AEP_RS03705
WP_087494145.1	AEP_00734	AEP_RS03710
WP_087494146.1	AEP_00735	AEP_RS03715
WP_087494147.1	AEP_00736	AEP_RS03720
WP_087494148.1	AEP_00737	AEP_RS03725
WP_087494149.1	AEP_00738	AEP_RS03730
WP_087494150.1	AEP_00739	AEP_RS03735
WP_087494151.1	AEP_00740	AEP_RS03740
WP_157673038.1	AEP_00741	AEP_RS03745
WP_087494153.1	AEP_00742	AEP_RS03750
WP_087494154.1	AEP_00743	AEP_RS03755
WP_087494155.1	AEP_00744	AEP_RS03760
WP_157673039.1	AEP_00745	AEP_RS03765
WP_087494157.1	AEP_00746	AEP_RS03770
WP_087494158.1	AEP_00747	AEP_RS03775
WP_087494159.1	AEP_00748	AEP_RS03780
WP_087494160.1	AEP_00749	AEP_RS03785
WP_087494161.1	AEP_00750	AEP_RS03790
WP_087494162.1	AEP_00751	AEP_RS03795
WP_157673040.1	AEP_00752	AEP_RS03800
WP_087494164.1	AEP_00753	AEP_RS03805
WP_087494165.1	AEP_00754	AEP_RS03810
WP_087494166.1	AEP_00755	AEP_RS03815
WP_198301896.1	AEP_00756	AEP_RS03820
WP_087494168.1	AEP_00757	AEP_RS03825
WP_087497169.1	AEP_00758	AEP_RS03830
WP_087494169.1	AEP_00759	AEP_RS03835
WP_087494170.1	AEP_00760	AEP_RS03840
WP_087494171.1	AEP_00761	AEP_RS03845
WP_087494172.1	AEP_00762	AEP_RS03850
WP_087494173.1	AEP_00763	AEP_RS03855
WP_087497170.1	AEP_00764	AEP_RS03860
WP_087497171.1	AEP_00765	AEP_RS03865
WP_087494174.1	AEP_00766	AEP_RS03870
WP_087494175.1	AEP_00767	AEP_RS03875
WP_087494176.1	AEP_00768	AEP_RS03880
WP_087497172.1	AEP_00769	AEP_RS03885
WP_087494177.1	AEP_00770	AEP_RS03890
WP_087494178.1	AEP_00771	AEP_RS03895
WP_087494179.1	AEP_00772	AEP_RS03900
WP_087494180.1	AEP_00773	AEP_RS03905
WP_087494181.1	AEP_00774	AEP_RS03910
WP_087494182.1	AEP_00775	AEP_RS03915
WP_087494183.1	AEP_00776	AEP_RS03920
WP_087494184.1	AEP_00777	AEP_RS03925
WP_087494185.1	AEP_00778	AEP_RS03930
WP_087494186.1	AEP_00779	AEP_RS03935
WP_029708819.1	AEP_00780	AEP_RS03940
WP_257789658.1	AEP_00781	AEP_RS03945
WP_087494188.1	AEP_00782	AEP_RS03950
WP_087494189.1	AEP_00783	AEP_RS03955
WP_087494190.1	AEP_00784	AEP_RS03960
WP_087497173.1	AEP_00785	AEP_RS03965
WP_232459919.1	AEP_00786	AEP_RS03970
WP_087494192.1	AEP_00788	AEP_RS03975
WP_087494193.1	AEP_00789	AEP_RS03980
WP_087494194.1	AEP_00790	AEP_RS03985
WP_087494195.1	AEP_00791	AEP_RS03990
WP_087494196.1	AEP_00792	AEP_RS03995
WP_087494197.1	AEP_00793	AEP_RS04000
WP_087494198.1	AEP_00794	AEP_RS04005
WP_087494199.1	AEP_00795	AEP_RS04010
WP_087494200.1	AEP_00796	AEP_RS04015
WP_087494201.1	AEP_00797	AEP_RS04020
WP_087494202.1	AEP_00798	AEP_RS04025
WP_232459920.1	AEP_00799	AEP_RS04030
WP_087494203.1	AEP_00800	AEP_RS04035
WP_087494204.1	AEP_00801	AEP_RS04040
WP_087494205.1	AEP_00802	AEP_RS04045
WP_087494206.1	AEP_00803	AEP_RS04050
WP_087494207.1	AEP_00804	AEP_RS04055
WP_087494208.1	AEP_00805	AEP_RS04060
WP_087494209.1	AEP_00806	AEP_RS04065
WP_157673041.1	AEP_00807	AEP_RS04070
WP_087494211.1	AEP_00808	AEP_RS20945
WP_087494212.1	AEP_00809	AEP_RS04080
WP_087494213.1	AEP_00812	AEP_RS04090
WP_087494214.1	AEP_00814	AEP_RS04100
WP_066709320.1	AEP_00816	AEP_RS04110
WP_087494215.1	AEP_00817	AEP_RS04115
WP_087494216.1	AEP_00818	AEP_RS04120
WP_087494217.1	AEP_00819	AEP_RS04125
WP_087494218.1	AEP_00820	AEP_RS04130
WP_087494219.1	AEP_00821	AEP_RS04135
WP_257789663.1	AEP_00822	AEP_RS04140
WP_087494220.1	AEP_00823	AEP_RS04145
WP_087494221.1	AEP_00824	AEP_RS04150
WP_087494222.1	AEP_00825	AEP_RS04155
WP_087494223.1	AEP_00826	AEP_RS04160
WP_087494224.1	AEP_00827	AEP_RS04165
WP_087494225.1	AEP_00828	AEP_RS04170
WP_232459987.1	AEP_00829	AEP_RS04175
WP_087494227.1	AEP_00830	AEP_RS04180
WP_087494228.1	AEP_00831	AEP_RS04185
WP_087494229.1	AEP_00832	AEP_RS04190
WP_087494230.1	AEP_00833	AEP_RS04195
WP_087494231.1	AEP_00834	AEP_RS04200
WP_087494232.1	AEP_00835	AEP_RS04205
WP_087494233.1	AEP_00836	AEP_RS04210
WP_087497174.1	AEP_00837	AEP_RS04215
WP_087494234.1	AEP_00838	AEP_RS04220
WP_087494235.1	AEP_00839	AEP_RS04225
WP_087494236.1	AEP_00840	AEP_RS04230
WP_087494237.1	AEP_00841	AEP_RS04235
WP_087494238.1	AEP_00842	AEP_RS04240
WP_087494239.1	AEP_00843	AEP_RS04245
WP_087494240.1	AEP_00844	AEP_RS04250
WP_087494241.1	AEP_00845	AEP_RS04255
WP_087494243.1	AEP_00847	AEP_RS04265
WP_198301897.1	AEP_00848	AEP_RS04270
WP_087494245.1	AEP_00849	AEP_RS04275
WP_087494246.1	AEP_00850	AEP_RS04280
WP_087494247.1	AEP_00851	AEP_RS04285
WP_087494248.1	AEP_00852	AEP_RS04290
WP_087494249.1	AEP_00853	AEP_RS04295
WP_087494250.1	AEP_00855	AEP_RS04300
WP_087494251.1	AEP_00856	AEP_RS04305
WP_087494252.1	AEP_00857	AEP_RS04310
WP_157673044.1	AEP_00858	AEP_RS04315
WP_087494254.1	AEP_00859	AEP_RS04320
WP_087494255.1	AEP_00860	AEP_RS04325
WP_087494256.1	AEP_00861	AEP_RS04330
WP_087494257.1	AEP_00862	AEP_RS04335
WP_087494258.1	AEP_00863	AEP_RS04340
WP_087494259.1	AEP_00864	AEP_RS04345
WP_157673045.1	AEP_00865	AEP_RS04350
WP_087494261.1	AEP_00866	AEP_RS04355
WP_157673046.1	AEP_00868	AEP_RS20605
WP_087494265.1	AEP_00869	AEP_RS04375
WP_087494266.1	AEP_00873	AEP_RS04395
WP_087494267.1	AEP_00874	AEP_RS04400
WP_255413700.1	AEP_00875	AEP_RS04405
WP_087494268.1	AEP_00876	AEP_RS04410
WP_087494269.1	AEP_00878	AEP_RS04420
WP_087494270.1	AEP_00879	AEP_RS04425
WP_087497176.1	AEP_00880	AEP_RS04430
WP_087494271.1	AEP_00881	AEP_RS04435
WP_087494272.1	AEP_00882	AEP_RS04440
WP_232459922.1	AEP_00883	AEP_RS04445
WP_232459923.1	AEP_00884	AEP_RS04450
WP_087497178.1	AEP_00885	AEP_RS04455
WP_087494274.1	AEP_00886	AEP_RS04460
WP_087494275.1	AEP_00887	AEP_RS04465
WP_087494276.1	AEP_00888	AEP_RS04470
WP_087494277.1	AEP_00889	AEP_RS04475
WP_087494278.1	AEP_00890	AEP_RS04480
WP_087494279.1	AEP_00891	AEP_RS04485
WP_232459924.1	AEP_00892	AEP_RS04490
WP_087494280.1	AEP_00893	AEP_RS04495
WP_087494281.1	AEP_00894	AEP_RS04500
WP_087494282.1	AEP_00895	AEP_RS04505
WP_087494283.1	AEP_00896	AEP_RS04510
WP_087494284.1	AEP_00897	AEP_RS04515
WP_087494285.1	AEP_00898	AEP_RS04520
WP_087494286.1	AEP_00899	AEP_RS04525
WP_087494287.1	AEP_00900	AEP_RS04530
WP_087494288.1	AEP_00901	AEP_RS04535
WP_087494289.1	AEP_00902	AEP_RS04540
WP_087494290.1	AEP_00903	AEP_RS04545
WP_087494291.1	AEP_00904	AEP_RS04550
WP_087494292.1	AEP_00905	AEP_RS04555
WP_087494293.1	AEP_00906	AEP_RS04560
WP_087494294.1	AEP_00907	AEP_RS04565
WP_087494295.1	AEP_00908	AEP_RS04570
WP_087497180.1	AEP_00909	AEP_RS04575
WP_087494296.1	AEP_00910	AEP_RS04580
WP_087494297.1	AEP_00911	AEP_RS04585
WP_087494298.1	AEP_00912	AEP_RS04590
WP_087494299.1	AEP_00913	AEP_RS04595
WP_087494300.1	AEP_00914	AEP_RS04600
WP_087494301.1	AEP_00915	AEP_RS04605
WP_087494302.1	AEP_00916	AEP_RS04610
WP_232459925.1	AEP_00917	AEP_RS04615
WP_087494303.1	AEP_00918	AEP_RS04620
WP_232459926.1	AEP_00919	AEP_RS04625
WP_087494305.1	AEP_00920	AEP_RS04635
WP_087497183.1	AEP_00921	AEP_RS04640
WP_087494306.1	AEP_00922	AEP_RS04645
WP_232459927.1	AEP_00923	AEP_RS04650
WP_157673047.1	AEP_00924	AEP_RS04655
WP_087497184.1	AEP_00925	AEP_RS04660
WP_087494309.1	AEP_00926	AEP_RS04665
WP_087494310.1	AEP_00927	AEP_RS04670
WP_232459928.1	AEP_00928	AEP_RS04675
WP_087494311.1	AEP_00929	AEP_RS04680
WP_232459929.1	AEP_00930	AEP_RS04685
WP_087494312.1	AEP_00931	AEP_RS04690
WP_087494313.1	AEP_00932	AEP_RS04695
WP_087494314.1	AEP_00933	AEP_RS04700
WP_087494315.1	AEP_00934	AEP_RS04705
WP_087494316.1	AEP_00935	AEP_RS04710
WP_087494318.1	AEP_00936	AEP_RS04720
WP_087494319.1	AEP_00937	AEP_RS04725
WP_087497187.1	AEP_00938	AEP_RS04730
WP_157673048.1	AEP_00939	AEP_RS20610
WP_087494320.1	AEP_00940	AEP_RS04735
WP_087494321.1	AEP_00941	AEP_RS04740
WP_087494322.1	AEP_00942	AEP_RS04745
WP_087494323.1	AEP_00943	AEP_RS04750
WP_087494324.1	AEP_00944	AEP_RS04755
WP_087494325.1	AEP_00945	AEP_RS04760
WP_087494326.1	AEP_00946	AEP_RS04765
WP_157673049.1	AEP_00947	AEP_RS04770
WP_087494328.1	AEP_00948	AEP_RS04775
WP_087494329.1	AEP_00949	AEP_RS04780
WP_087494330.1	AEP_00950	AEP_RS04785
WP_087494331.1	AEP_00951	AEP_RS04790
WP_087497188.1	AEP_00952	AEP_RS04795
WP_087494332.1	AEP_00953	AEP_RS04800
WP_087494333.1	AEP_00954	AEP_RS04805
WP_087494334.1	AEP_00955	AEP_RS04810
WP_087497189.1	AEP_00956	AEP_RS04815
WP_087494335.1	AEP_00957	AEP_RS04820
WP_087494336.1	AEP_00958	AEP_RS04825
WP_087494337.1	AEP_00959	AEP_RS04830
WP_232459930.1	AEP_00962	AEP_RS04845
WP_087494339.1	AEP_00963	AEP_RS04850
WP_087494340.1	AEP_00964	AEP_RS04855
WP_087494341.1	AEP_00965	AEP_RS04860
WP_157673050.1	AEP_00968	AEP_RS04875
WP_087494343.1	AEP_00969	AEP_RS04880
WP_087494344.1	AEP_00970	AEP_RS04885
WP_087494345.1	AEP_00971	AEP_RS04890
WP_087494347.1	AEP_00973	AEP_RS04900
WP_157673051.1	AEP_00974	AEP_RS04905
WP_157673052.1	AEP_00976	AEP_RS04915
WP_087494351.1	AEP_00977	AEP_RS04920
WP_087494352.1	AEP_00978	AEP_RS04925
WP_087494353.1	AEP_00979	AEP_RS04930
WP_087494354.1	AEP_00980	AEP_RS04935
WP_087494355.1	AEP_00981	AEP_RS04940
WP_087494356.1	AEP_00982	AEP_RS04945
WP_087494357.1	AEP_00983	AEP_RS04950
WP_087494358.1	AEP_00984	AEP_RS04955
WP_087494359.1	AEP_00985	AEP_RS04960
WP_087494360.1	AEP_00986	AEP_RS04965
WP_087494361.1	AEP_00987	AEP_RS04970
WP_087494362.1	AEP_00988	AEP_RS04975
WP_087494363.1	AEP_00989	AEP_RS21210
WP_087494364.1	AEP_00990	AEP_RS04985
WP_087494365.1	AEP_00992	AEP_RS04990
WP_087494366.1	AEP_00993	AEP_RS04995
WP_087494367.1	AEP_00994	AEP_RS05000
WP_087494368.1	AEP_00995	AEP_RS05005
WP_087494370.1	AEP_00996	AEP_RS05015
WP_087494371.1	AEP_00997	AEP_RS05020
WP_087497191.1	AEP_00998	AEP_RS05025
WP_087494372.1	AEP_00999	AEP_RS05030
WP_087494373.1	AEP_01000	AEP_RS05035
WP_087494374.1	AEP_01001	AEP_RS05040
WP_087494375.1	AEP_01002	AEP_RS05045
WP_087494376.1	AEP_01003	AEP_RS05050
WP_087494377.1	AEP_01004	AEP_RS05055
WP_087494378.1	AEP_01005	AEP_RS05060
WP_157673053.1	AEP_01006	AEP_RS05065
WP_087494380.1	AEP_01007	AEP_RS05070
WP_087494381.1	AEP_01008	AEP_RS05075
WP_087494382.1	AEP_01009	AEP_RS05080
WP_087494383.1	AEP_01010	AEP_RS05085
WP_087494384.1	AEP_01011	AEP_RS05090
WP_087494385.1	AEP_01012	AEP_RS05095
WP_087494386.1	AEP_01013	AEP_RS05100
WP_232459988.1	AEP_01014	AEP_RS05105
WP_087494388.1	AEP_01015	AEP_RS05110
WP_087494389.1	AEP_01016	AEP_RS05115
WP_087494390.1	AEP_01017	AEP_RS05120
WP_087494391.1	AEP_01018	AEP_RS05125
WP_087494392.1	AEP_01019	AEP_RS05130
WP_087494393.1	AEP_01020	AEP_RS05135
WP_087494394.1	AEP_01021	AEP_RS05140
WP_087494395.1	AEP_01022	AEP_RS05145
WP_087497192.1	AEP_01023	AEP_RS05150
WP_232459931.1	AEP_01024	AEP_RS05155
WP_087494397.1	AEP_01025	AEP_RS05160
WP_087494398.1	AEP_01026	AEP_RS05165
WP_087494399.1	AEP_01027	AEP_RS05170
WP_232459932.1	AEP_01028	AEP_RS05175
WP_087494401.1	AEP_01029	AEP_RS05180
WP_087494402.1	AEP_01030	AEP_RS05185
WP_087494404.1	AEP_01032	AEP_RS05195
WP_087494405.1	AEP_01033	AEP_RS05200
WP_087494406.1	AEP_01034	AEP_RS05205
WP_087494407.1	AEP_01035	AEP_RS05210
WP_087494408.1	AEP_01036	AEP_RS05215
WP_087494409.1	AEP_01037	AEP_RS05220
WP_087494410.1	AEP_01038	AEP_RS05225
WP_087494411.1	AEP_01039	AEP_RS05230
WP_087497193.1	AEP_01040	AEP_RS05235
WP_087494412.1	AEP_01041	AEP_RS05240
WP_087494413.1	AEP_01042	AEP_RS05245
WP_087494414.1	AEP_01043	AEP_RS05250
WP_087494415.1	AEP_01044	AEP_RS05255
WP_087494416.1	AEP_01045	AEP_RS05260
WP_087494417.1	AEP_01046	AEP_RS05265
WP_087494418.1	AEP_01047	AEP_RS05270
WP_087494419.1	AEP_01048	AEP_RS05275
WP_087494420.1	AEP_01049	AEP_RS05280
WP_087494421.1	AEP_01050	AEP_RS05285
WP_087494422.1	AEP_01052	AEP_RS05290
WP_087494423.1	AEP_01053	AEP_RS05295
WP_087494424.1	AEP_01054	AEP_RS05300
WP_087494425.1	AEP_01055	AEP_RS05305
WP_157673054.1	AEP_01056	AEP_RS20615
WP_087494426.1	AEP_01057	AEP_RS05310
WP_232459934.1	AEP_01058	AEP_RS05315
WP_087494427.1	AEP_01059	AEP_RS05320
WP_087494428.1	AEP_01060	AEP_RS05325
WP_087494429.1	AEP_01062	AEP_RS05330
WP_087494430.1	AEP_01063	AEP_RS05335
WP_087494431.1	AEP_01064	AEP_RS05340
WP_087494432.1	AEP_01065	AEP_RS05345
WP_087494433.1	AEP_01066	AEP_RS05350
WP_087494434.1	AEP_01067	AEP_RS05355
WP_232459935.1	AEP_01068	AEP_RS05360
WP_087494435.1	AEP_01069	AEP_RS05365
WP_157673055.1	AEP_01070	AEP_RS20620
WP_087497195.1	AEP_01071	AEP_RS05370
WP_087494436.1	AEP_01072	AEP_RS05375
WP_087494437.1	AEP_01073	AEP_RS05380
WP_198301900.1	AEP_01074	AEP_RS05385
WP_087494439.1	AEP_01075	AEP_RS05390
WP_087494440.1	AEP_01076	AEP_RS05395
WP_087494441.1	AEP_01077	AEP_RS05400
WP_087494442.1	AEP_01078	AEP_RS05405
WP_157673056.1	AEP_01079	AEP_RS05410
WP_087494444.1	AEP_01080	AEP_RS05415
WP_232459936.1	AEP_01081	AEP_RS05420
WP_087494445.1	AEP_01082	AEP_RS05425
WP_087497197.1	AEP_01083	AEP_RS05430
WP_087494446.1	AEP_01084	AEP_RS05435
WP_087494447.1	AEP_01085	AEP_RS05440
WP_087494448.1	AEP_01086	AEP_RS05445
WP_087494449.1	AEP_01087	AEP_RS05450
WP_087494450.1	AEP_01088	AEP_RS05455
WP_087494451.1	AEP_01089	AEP_RS05460
WP_087494452.1	AEP_01090	AEP_RS05465
WP_087494453.1	AEP_01093	AEP_RS05480
WP_087494454.1	AEP_01094	AEP_RS05485
WP_087494456.1	AEP_01096	AEP_RS05495
WP_157673059.1	AEP_01097	AEP_RS05500
WP_087494458.1	AEP_01098	AEP_RS05505
WP_232459937.1	AEP_01099	AEP_RS05510
WP_087494459.1	AEP_01100	AEP_RS05515
WP_087494460.1	AEP_01101	AEP_RS05520
WP_087497199.1	AEP_01103	AEP_RS05525
WP_087494461.1	AEP_01104	AEP_RS05530
WP_087494462.1	AEP_01105	AEP_RS05535
WP_087494463.1	AEP_01106	AEP_RS05540
WP_232459938.1	AEP_01107	AEP_RS05550
WP_087494466.1	AEP_01108	AEP_RS05555
WP_087494467.1	AEP_01109	AEP_RS05560
WP_087494468.1	AEP_01110	AEP_RS05565
WP_087494469.1	AEP_01111	AEP_RS05570
WP_087497200.1	AEP_01112	AEP_RS05575
WP_087494470.1	AEP_01113	AEP_RS05580
WP_087494471.1	AEP_01114	AEP_RS05585
WP_087494472.1	AEP_01115	AEP_RS05590
WP_087494473.1	AEP_01116	AEP_RS05595
WP_087494474.1	AEP_01117	AEP_RS05600
WP_087494475.1	AEP_01118	AEP_RS05605
WP_087494476.1	AEP_01119	AEP_RS05610
WP_087494477.1	AEP_01120	AEP_RS05615
WP_232459939.1	AEP_01121	AEP_RS05620
WP_087494479.1	AEP_01122	AEP_RS05625
WP_087494480.1	AEP_01123	AEP_RS05630
WP_232459940.1	AEP_01124	AEP_RS05635
WP_087494482.1	AEP_01126	AEP_RS05640
WP_087494483.1	AEP_01127	AEP_RS05645
WP_087497201.1	AEP_01128	AEP_RS05650
WP_232459989.1	AEP_01129	AEP_RS05655
WP_232459941.1	AEP_01130	AEP_RS05660
WP_087494485.1	AEP_01131	AEP_RS05665
WP_157673060.1	AEP_01132	AEP_RS05670
WP_087494487.1	AEP_01133	AEP_RS05675
WP_087494488.1	AEP_01134	AEP_RS05680
WP_087494489.1	AEP_01135	AEP_RS05685
WP_087494490.1	AEP_01136	AEP_RS05690
WP_087494491.1	AEP_01137	AEP_RS05695
WP_087497203.1	AEP_01138	AEP_RS05700
WP_087494492.1	AEP_01139	AEP_RS05705
WP_087494493.1	AEP_01140	AEP_RS05710
WP_087494494.1	AEP_01141	AEP_RS05715
WP_087494495.1	AEP_01142	AEP_RS05720
WP_157673061.1	AEP_01143	AEP_RS05725
WP_232459942.1	AEP_01144	AEP_RS20965
WP_232459943.1	AEP_01145	AEP_RS05735
WP_087494499.1	AEP_01146	AEP_RS05740
WP_087494500.1	AEP_01147	AEP_RS05745
WP_087494501.1	AEP_01148	AEP_RS05750
WP_087494502.1	AEP_01149	AEP_RS05755
WP_087494503.1	AEP_01150	AEP_RS05760
WP_087494504.1	AEP_01151	AEP_RS05765
WP_087497204.1	AEP_01152	AEP_RS05770
WP_087494505.1	AEP_01153	AEP_RS05775
WP_087494506.1	AEP_01154	AEP_RS05780
WP_087494507.1	AEP_01155	AEP_RS05785
WP_232459944.1	AEP_01156	AEP_RS05790
WP_087494508.1	AEP_01157	AEP_RS05795
WP_087494509.1	AEP_01158	AEP_RS05800
WP_087494510.1	AEP_01159	AEP_RS05805
WP_157673062.1	AEP_01160	AEP_RS05810
WP_087494512.1	AEP_01161	AEP_RS05815
WP_087494513.1	AEP_01162	AEP_RS05820
WP_087494514.1	AEP_01163	AEP_RS05825
WP_087494515.1	AEP_01164	AEP_RS05830
WP_087494516.1	AEP_01165	AEP_RS05835
WP_157673063.1	AEP_01166	AEP_RS05840
WP_087494518.1	AEP_01167	AEP_RS05845
WP_087494519.1	AEP_01168	AEP_RS05850
WP_087494520.1	AEP_01169	AEP_RS05855
WP_087494521.1	AEP_01170	AEP_RS05860
